,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%),Unnamed: 0,Unnamed: 0.1,latitude,longitude,soil_latitude,soil_longitude,soil_newsuid,soil_prop,dist_to_soil
2466,SURVEY,2001,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,128.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2467,SURVEY,2000,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,110.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2468,SURVEY,1999,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,123.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2469,SURVEY,1998,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2470,SURVEY,1997,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,112.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2471,SURVEY,1996,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2472,SURVEY,1995,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,77.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2473,SURVEY,1994,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,120.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2474,SURVEY,1993,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,93.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2475,SURVEY,1992,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2476,SURVEY,1991,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,76.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2477,SURVEY,1990,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,90.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2478,SURVEY,1989,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,82.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2479,SURVEY,1988,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,71.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2480,SURVEY,1987,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,93.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2481,SURVEY,1986,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,120.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2482,SURVEY,1985,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,115.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2483,SURVEY,1984,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,89.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2484,SURVEY,1983,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2485,SURVEY,1982,YEAR,,COUNTY,NE,31,EAST,60,COLFAX,37.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,99.0,,2254,30059,41.72,-97.12,41.72083294250311,-97.12083366485001,WD40004723,70,0.0011784694716445525
2486,SURVEY,2017,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,183.8,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2487,SURVEY,2016,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,184.4,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2488,SURVEY,2014,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,175.5,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2489,SURVEY,2013,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,161.3,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2490,SURVEY,2012,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100.4,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2491,SURVEY,2011,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,152.9,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2492,SURVEY,2010,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139.1,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2493,SURVEY,2009,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,189.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2494,SURVEY,2007,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,141.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2495,SURVEY,2006,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2496,SURVEY,2005,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,140.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2497,SURVEY,2004,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,168.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2498,SURVEY,2003,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,111.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2499,SURVEY,2002,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,94.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2500,SURVEY,2001,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,127.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2501,SURVEY,2000,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,131.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2502,SURVEY,1999,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2503,SURVEY,1998,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,127.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2504,SURVEY,1997,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2505,SURVEY,1996,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,119.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2506,SURVEY,1995,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,82.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2507,SURVEY,1994,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2508,SURVEY,1993,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,89.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2509,SURVEY,1992,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,136.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2510,SURVEY,1991,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,115.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2511,SURVEY,1990,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,108.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2512,SURVEY,1989,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,86.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2513,SURVEY,1988,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,85.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2514,SURVEY,1987,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,121.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2515,SURVEY,1986,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,127.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2516,SURVEY,1985,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,121.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2517,SURVEY,1984,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,89.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2518,SURVEY,1983,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,70.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2519,SURVEY,1982,YEAR,,COUNTY,NE,31,EAST,60,DOUGLAS,55.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,95.0,,2229,29789,41.36,-96.15,41.35416627730311,-96.13750033545,WD40004730,70,0.013793981816970391
2520,SURVEY,2017,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,164.9,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2521,SURVEY,2015,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,161.6,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2522,SURVEY,2014,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,147.5,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2523,SURVEY,2013,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,103.4,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2524,SURVEY,2012,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.9,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2525,SURVEY,2011,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,148.2,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2526,SURVEY,2010,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137.4,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2527,SURVEY,2009,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137.8,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2528,SURVEY,2008,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,145.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2529,SURVEY,2007,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2530,SURVEY,2006,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,91.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2531,SURVEY,2005,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2532,SURVEY,2004,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,112.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2533,SURVEY,2003,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2534,SURVEY,2002,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2535,SURVEY,2001,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,102.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2536,SURVEY,2000,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,68.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2537,SURVEY,1999,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,128.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2538,SURVEY,1998,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,129.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2539,SURVEY,1997,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,109.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2540,SURVEY,1996,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,127.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2541,SURVEY,1995,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2542,SURVEY,1994,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,113.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2543,SURVEY,1993,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,88.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2544,SURVEY,1992,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,134.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2545,SURVEY,1991,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,82.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2546,SURVEY,1990,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,97.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
2547,SURVEY,1989,YEAR,,COUNTY,NE,31,EAST,60,HAMILTON,81.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,72.0,,2274,30177,40.86,-98.0,40.85416627930311,-98.01250032795001,WD40004838,100,0.013794582125846734
